Workclass;fnlwgt;Capital Gain;Capital Loss;Hours per week;ID;Target
 Local-gov;49414.0;0.0;0.0;40.0;76613236; <=50K.
 Private;197886.0;0.0;0.0;40.0;37006626; >50K.
 Without-pay;334291.0;0.0;0.0;40.0;158637006; <=50K.
 ?;171156.0;0.0;0.0;40.0;159785344; <=50K.
 ?;109498.0;0.0;0.0;40.0;103207906; <=50K.
 Self-emp-not-inc;83411.0;0.0;2415.0;40.0;1206711388; >50K.
 Local-gov;209968.0;7298.0;0.0;40.0;1168042377; >50K.
 Private;223921.0;0.0;0.0;40.0;196685139; <=50K.
 Local-gov;133403.0;0.0;0.0;40.0;1128072134; >50K.
 Private;75763.0;0.0;0.0;65.0;282415064; <=50K.
 Private;200401.0;0.0;0.0;25.0;970567944; <=50K.
 Private;55272.0;0.0;0.0;40.0;1117623328; <=50K.
 Local-gov;194970.0;0.0;0.0;40.0;641173187; >50K.
 Self-emp-not-inc;143385.0;0.0;0.0;80.0;1118075414; <=50K.
 Private;180317.0;0.0;0.0;40.0;93255198; <=50K.
 Private;255176.0;0.0;0.0;20.0;1287076919; <=50K.
 Local-gov;175120.0;0.0;0.0;45.0;202569746; <=50K.
 Self-emp-inc;66687.0;5178.0;0.0;50.0;798165086; >50K.
 Federal-gov;115705.0;7298.0;0.0;50.0;13686789; >50K.
 ?;197732.0;0.0;0.0;20.0;257246939; <=50K.
 Private;111883.0;0.0;0.0;40.0;26236372; <=50K.
 Private;210474.0;0.0;0.0;40.0;269848397; <=50K.
 Private;123472.0;0.0;0.0;40.0;1289238045; <=50K.
 Private;257621.0;0.0;0.0;40.0;1256759676; <=50K.
 Private;341943.0;0.0;0.0;50.0;193095900; <=50K.
 Private;181242.0;0.0;0.0;40.0;154599862; >50K.
 Federal-gov;187164.0;0.0;0.0;40.0;811400079; <=50K.
 Private;308365.0;0.0;0.0;38.0;228596373; <=50K.
 Self-emp-not-inc;263439.0;0.0;0.0;50.0;512597319; >50K.
 Private;442359.0;8614.0;0.0;15.0;896096443; >50K.
 Self-emp-not-inc;166368.0;0.0;0.0;25.0;491482098; <=50K.
 Private;116968.0;2597.0;0.0;40.0;861630638; <=50K.
 Private;57593.0;0.0;0.0;40.0;1024374322; <=50K.
 Private;247507.0;0.0;0.0;43.0;63757752; <=50K.
 Private;213512.0;0.0;0.0;50.0;411548970; <=50K.
 Private;71691.0;0.0;0.0;18.0;682689611; <=50K.
 ?;147719.0;0.0;0.0;48.0;415675108; <=50K.
 Private;244835.0;15024.0;0.0;50.0;565787066; >50K.
 ?;285830.0;0.0;0.0;20.0;843798697; <=50K.
 Private;386461.0;0.0;0.0;45.0;1019651997; <=50K.
 Private;154714.0;0.0;0.0;40.0;1091462698; >50K.
 Private;281401.0;0.0;0.0;32.0;1204080205; <=50K.
 Private;189251.0;0.0;0.0;40.0;12921936; <=50K.
 State-gov;102729.0;0.0;0.0;40.0;587689869; <=50K.
 Private;327766.0;0.0;0.0;55.0;1146940462; >50K.
 Private;168479.0;0.0;0.0;40.0;382754051; <=50K.
 Private;249352.0;0.0;0.0;40.0;707680975; <=50K.
 Private;300008.0;0.0;0.0;40.0;364215725; <=50K.
 Private;296466.0;0.0;0.0;50.0;283436587; >50K.
 Private;199277.0;0.0;0.0;50.0;278027383; >50K.
 Private;174242.0;0.0;0.0;60.0;42504055; <=50K.
 Private;130968.0;0.0;0.0;50.0;1264657766; <=50K.
 Private;288440.0;0.0;0.0;40.0;672500967; <=50K.
 Private;208358.0;0.0;0.0;40.0;930965075; >50K.
 Self-emp-not-inc;458168.0;0.0;0.0;60.0;467264810; <=50K.
 Private;37894.0;0.0;0.0;40.0;1305800796; <=50K.
 Self-emp-not-inc;107410.0;0.0;0.0;45.0;1028753333; >50K.
 ?;96844.0;0.0;0.0;20.0;161908837; <=50K.
 Private;402016.0;0.0;0.0;52.0;956434753; >50K.
 Private;258869.0;0.0;0.0;30.0;1198735661; <=50K.
 Private;114087.0;5013.0;0.0;40.0;563610842; <=50K.
 Private;116294.0;0.0;0.0;40.0;1185758660; >50K.
 Private;241523.0;0.0;0.0;40.0;1320038008; <=50K.
 ?;163053.0;0.0;0.0;20.0;1371987534; <=50K.
 Never-worked;162908.0;0.0;0.0;35.0;1047277379; <=50K.
 State-gov;310049.0;0.0;0.0;40.0;424404255; >50K.
 Private;293475.0;0.0;0.0;40.0;1338017205; <=50K.
 Local-gov;169015.0;0.0;0.0;40.0;835810275; <=50K.
 Private;325762.0;0.0;0.0;35.0;1383943336; <=50K.
 Self-emp-not-inc;101561.0;0.0;0.0;50.0;134386018; >50K.
 State-gov;52131.0;0.0;0.0;40.0;465357906; <=50K.
 Private;163867.0;0.0;0.0;40.0;1002516061; <=50K.
 Private;204663.0;3325.0;0.0;40.0;201182781; <=50K.
 ?;233136.0;0.0;0.0;15.0;695979399; <=50K.
 Self-emp-not-inc;48846.0;0.0;0.0;55.0;1283160825; >50K.
 Private;264351.0;0.0;0.0;25.0;1343864663; <=50K.
 Private;190205.0;0.0;0.0;45.0;870952466; <=50K.
 Private;254450.0;0.0;0.0;40.0;1359577671; <=50K.
 Self-emp-not-inc;29974.0;10520.0;0.0;45.0;862474568; >50K.
 Federal-gov;40641.0;0.0;0.0;40.0;104819716; >50K.
 Self-emp-not-inc;256401.0;0.0;0.0;28.0;1057090623; >50K.
 Private;203833.0;0.0;0.0;35.0;799611200; <=50K.
 Private;277455.0;0.0;0.0;40.0;175741864; <=50K.
 Private;176335.0;0.0;0.0;40.0;978559109; >50K.
 Private;394690.0;0.0;0.0;40.0;453266193; <=50K.
 State-gov;71996.0;0.0;0.0;52.0;807741062; <=50K.
 Self-emp-not-inc;110787.0;1409.0;0.0;2.0;803079331; <=50K.
 State-gov;157641.0;0.0;0.0;30.0;1286826193; <=50K.
 Private;164724.0;0.0;0.0;28.0;943039017; <=50K.
 Self-emp-not-inc;173792.0;0.0;0.0;40.0;71969140; <=50K.
 Private;163595.0;0.0;0.0;40.0;285428679; <=50K.
 Private;132412.0;0.0;0.0;40.0;996129784; <=50K.
 Private;193089.0;0.0;0.0;43.0;716499018; <=50K.
 Private;190525.0;0.0;0.0;50.0;432968275; >50K.
 Private;175878.0;0.0;0.0;42.0;1184788330; >50K.
 Private;161902.0;0.0;0.0;40.0;108575445; <=50K.
 Private;211494.0;8614.0;0.0;40.0;522148620; >50K.
 Private;89003.0;0.0;0.0;50.0;460929716; <=50K.
 Private;344200.0;0.0;0.0;40.0;279936738; <=50K.
 Private;62345.0;0.0;0.0;40.0;500636233; <=50K.
 Private;85799.0;0.0;0.0;40.0;773502042; <=50K.
 ?;26754.0;0.0;0.0;10.0;729507843; <=50K.
 Private;193347.0;0.0;0.0;28.0;347604071; <=50K.
 Self-emp-not-inc;176814.0;3411.0;0.0;40.0;18781346; <=50K.
 Private;336162.0;0.0;0.0;40.0;1316254440; <=50K.
 Private;98975.0;8614.0;0.0;50.0;22463803; >50K.
 Private;150943.0;0.0;0.0;40.0;779594205; <=50K.
 Local-gov;131573.0;0.0;0.0;25.0;790579955; <=50K.
 Private;138852.0;0.0;0.0;50.0;1230518619; <=50K.
 Private;35406.0;0.0;0.0;30.0;734848632; <=50K.
 Private;167159.0;0.0;0.0;40.0;1169555607; <=50K.
 Private;80680.0;0.0;0.0;64.0;1340237953; <=50K.
 Self-emp-inc;87584.0;0.0;0.0;10.0;31008185; <=50K.
 Private;56121.0;0.0;0.0;60.0;66502955; <=50K.
 Private;284358.0;0.0;0.0;50.0;1142504183; >50K.
 Private;224969.0;0.0;0.0;40.0;1191801075; <=50K.
 Private;209034.0;0.0;0.0;35.0;1241989681; <=50K.
 ?;177733.0;0.0;0.0;30.0;559483097; <=50K.
 Private;57366.0;0.0;0.0;30.0;246847426; <=50K.
 Private;35633.0;0.0;0.0;40.0;1692931; <=50K.
 Private;191177.0;0.0;0.0;55.0;37764397; <=50K.
 Private;199826.0;0.0;0.0;36.0;974824765; >50K.
 Self-emp-not-inc;94323.0;0.0;2163.0;15.0;634732043; <=50K.
 ?;380268.0;0.0;0.0;40.0;1149493919; >50K.
 Private;272752.0;0.0;0.0;10.0;1110962757; <=50K.
 Private;228386.0;0.0;0.0;70.0;92487579; <=50K.
 Private;187149.0;0.0;0.0;40.0;368437828; <=50K.
 Local-gov;335439.0;0.0;0.0;38.0;765845605; <=50K.
 Private;250630.0;0.0;0.0;45.0;85756514; <=50K.
 Local-gov;272182.0;5013.0;0.0;40.0;1012139395; <=50K.
 Private;108574.0;0.0;0.0;40.0;336723481; >50K.
 State-gov;185400.0;0.0;0.0;40.0;1155340986; >50K.
 Private;406641.0;0.0;0.0;50.0;1127629139; <=50K.
 Private;103634.0;0.0;0.0;35.0;554595444; <=50K.
 Private;261059.0;0.0;0.0;40.0;519621421; >50K.
 Private;199374.0;0.0;0.0;20.0;712207906; <=50K.
 Private;405172.0;0.0;0.0;40.0;675325128; >50K.
 Private;147654.0;0.0;1902.0;40.0;579149037; >50K.
 Private;129301.0;0.0;0.0;45.0;158830806; <=50K.
 Private;173789.0;0.0;0.0;40.0;362390839; <=50K.
 Private;212588.0;0.0;0.0;40.0;11534836; <=50K.
 Self-emp-not-inc;457453.0;0.0;0.0;40.0;225010302; <=50K.
 Private;187493.0;20051.0;0.0;40.0;1391601532; >50K.
 Self-emp-not-inc;20953.0;0.0;2129.0;70.0;1079204020; <=50K.
 Private;131650.0;0.0;0.0;40.0;578592100; <=50K.
 Private;290754.0;0.0;0.0;40.0;333726116; <=50K.
 State-gov;114396.0;0.0;0.0;40.0;97853464; >50K.
 Private;202102.0;0.0;0.0;40.0;55578489; <=50K.
 Private;318360.0;0.0;0.0;55.0;857564042; >50K.
 Private;160916.0;0.0;0.0;40.0;522188749; <=50K.
 ?;913447.0;0.0;0.0;40.0;1198828339; <=50K.
 Private;293931.0;0.0;0.0;65.0;466119906; <=50K.
 Private;230824.0;0.0;0.0;25.0;366839254; <=50K.
 ?;358355.0;0.0;0.0;35.0;1260654338; <=50K.
 Private;584259.0;0.0;0.0;44.0;1267824031; <=50K.
 ?;208726.0;0.0;0.0;40.0;961622279; <=50K.
 Private;185556.0;0.0;0.0;50.0;1011973762; >50K.
 Local-gov;100054.0;0.0;0.0;40.0;358957177; >50K.
 Private;172307.0;7688.0;0.0;50.0;157521259; >50K.
 Private;30840.0;27828.0;0.0;50.0;817096737; >50K.
 Private;147839.0;0.0;0.0;38.0;1134566255; <=50K.
 Private;54465.0;0.0;0.0;48.0;1087506813; <=50K.
 Federal-gov;418640.0;15024.0;0.0;40.0;992628462; >50K.
 Private;222130.0;0.0;0.0;40.0;606425890; <=50K.
 Private;187336.0;0.0;0.0;40.0;139921120; <=50K.
 Local-gov;321024.0;0.0;0.0;40.0;1217913362; <=50K.
 Private;351262.0;0.0;0.0;38.0;46595846; >50K.
 Private;181597.0;0.0;0.0;40.0;926579017; <=50K.
 Private;694105.0;0.0;0.0;40.0;576789943; <=50K.
 Private;241013.0;0.0;0.0;40.0;1309247228; <=50K.
 Self-emp-inc;223881.0;0.0;0.0;50.0;854906387; >50K.
 Federal-gov;158796.0;0.0;0.0;40.0;1263380131; <=50K.
 Private;248476.0;0.0;0.0;40.0;54029755; <=50K.
 Private;191277.0;0.0;0.0;30.0;517472174; <=50K.
 Private;273876.0;0.0;0.0;60.0;478575989; <=50K.
 Private;402848.0;0.0;0.0;32.0;142748362; <=50K.
 Private;82906.0;4064.0;0.0;35.0;1134950119; <=50K.
 Private;153682.0;0.0;0.0;40.0;1028794119; >50K.
 Private;122412.0;99999.0;0.0;35.0;55566582; >50K.
 Private;216819.0;0.0;0.0;40.0;304847254; <=50K.
 Private;189680.0;0.0;0.0;40.0;882899670; >50K.
 Private;147099.0;0.0;0.0;40.0;937810065; <=50K.
 Private;288158.0;0.0;0.0;50.0;586694715; >50K.
 Private;146161.0;0.0;0.0;40.0;404243163; >50K.
 ?;104454.0;0.0;0.0;40.0;667540317; <=50K.
 Private;91475.0;0.0;0.0;40.0;512238277; <=50K.
 Self-emp-not-inc;151868.0;5013.0;0.0;65.0;1000056211; <=50K.
 Private;118306.0;0.0;0.0;40.0;1121673010; <=50K.
 Private;51543.0;0.0;0.0;60.0;875233635; <=50K.
 Private;69727.0;0.0;0.0;40.0;161455728; <=50K.
 Private;186000.0;0.0;0.0;40.0;97345704; <=50K.
 Private;48280.0;0.0;0.0;40.0;774407160; <=50K.
 Private;186935.0;0.0;0.0;40.0;997599122; <=50K.
 Federal-gov;104164.0;0.0;0.0;40.0;264398260; <=50K.
 Private;339677.0;0.0;0.0;40.0;178975224; >50K.
 Private;123586.0;0.0;1902.0;73.0;231291058; >50K.
 Private;150073.0;0.0;0.0;25.0;552029686; <=50K.
 Private;59792.0;0.0;0.0;40.0;613180989; <=50K.
 Private;24185.0;0.0;0.0;84.0;104215176; <=50K.
 ?;97295.0;0.0;0.0;3.0;298243481; <=50K.
 Without-pay;35034.0;0.0;0.0;40.0;756185491; <=50K.
 Private;118714.0;7298.0;0.0;40.0;1176492509; >50K.
 Private;230883.0;0.0;2824.0;48.0;1351771391; >50K.
 Private;149224.0;0.0;0.0;50.0;255421063; <=50K.
 Private;122493.0;0.0;0.0;40.0;197612545; <=50K.
 Private;441227.0;0.0;0.0;60.0;933348298; <=50K.
 Local-gov;272792.0;0.0;0.0;50.0;276762281; >50K.
 Private;303521.0;4650.0;0.0;45.0;1273770803; <=50K.
 Private;226027.0;0.0;0.0;20.0;1100948052; <=50K.
 Private;94565.0;0.0;0.0;40.0;117756762; <=50K.
 Self-emp-not-inc;336848.0;0.0;0.0;40.0;1076296668; <=50K.
 Private;162688.0;0.0;0.0;35.0;991595711; <=50K.
 State-gov;45737.0;0.0;0.0;40.0;24909030; <=50K.
 ?;147393.0;0.0;0.0;30.0;239747005; <=50K.
 Private;335997.0;7688.0;0.0;38.0;947962056; >50K.
 Private;96645.0;0.0;0.0;20.0;547152519; <=50K.
 State-gov;43712.0;0.0;0.0;45.0;510806855; <=50K.
 Private;101825.0;5721.0;0.0;45.0;1103566203; <=50K.
 Private;102318.0;0.0;0.0;45.0;656593494; >50K.
 State-gov;132125.0;0.0;0.0;40.0;1380128058; <=50K.
 Self-emp-inc;229741.0;0.0;1579.0;45.0;138852129; <=50K.
 State-gov;265201.0;0.0;0.0;50.0;468730464; >50K.
 ?;332884.0;0.0;0.0;45.0;218823625; >50K.
 Private;179481.0;0.0;0.0;40.0;784538224; <=50K.
 Private;304833.0;0.0;0.0;45.0;1134390649; >50K.
 Private;341632.0;0.0;0.0;46.0;297203077; <=50K.
 Private;140001.0;0.0;0.0;40.0;972279037; <=50K.
 Private;159123.0;0.0;0.0;45.0;655512894; <=50K.
 Private;229636.0;0.0;0.0;40.0;275241556; <=50K.
 Private;34996.0;0.0;0.0;30.0;1215881916; <=50K.
 Self-emp-not-inc;67198.0;0.0;0.0;80.0;1273151111; <=50K.
 Self-emp-inc;323636.0;10605.0;0.0;40.0;1374022939; >50K.
 Private;182689.0;7688.0;0.0;40.0;565232100; >50K.
 Private;51392.0;0.0;0.0;40.0;86113189; <=50K.
 Private;177905.0;0.0;0.0;40.0;744009848; >50K.
 Private;143152.0;0.0;0.0;40.0;2921288; <=50K.
 State-gov;211286.0;0.0;0.0;50.0;446297063; <=50K.
 Private;217962.0;0.0;0.0;40.0;691169084; <=50K.
 Private;309212.0;0.0;0.0;40.0;671483097; <=50K.
 ?;97261.0;594.0;0.0;30.0;1372255097; <=50K.
 Self-emp-not-inc;188273.0;15024.0;0.0;50.0;1330880245; >50K.
 Private;93977.0;0.0;0.0;40.0;645045600; <=50K.
 Self-emp-inc;163234.0;0.0;1902.0;55.0;870757416; >50K.
 Local-gov;166423.0;0.0;0.0;40.0;603647243; >50K.
 Private;239071.0;0.0;0.0;46.0;1325517473; <=50K.
 Private;190292.0;0.0;0.0;40.0;160849418; <=50K.
 Private;170783.0;0.0;0.0;25.0;417912527; <=50K.
 Private;239539.0;0.0;0.0;45.0;1125620306; <=50K.
 Private;164200.0;0.0;0.0;40.0;433465769; >50K.
 Private;177647.0;0.0;0.0;47.0;480984219; <=50K.
 Self-emp-not-inc;86750.0;4508.0;0.0;72.0;1122427396; <=50K.
 Private;176981.0;0.0;0.0;40.0;590163964; <=50K.
 Federal-gov;134153.0;7298.0;0.0;38.0;1389431689; >50K.
 Private;245372.0;0.0;0.0;40.0;1370934034; <=50K.
 Private;168236.0;0.0;0.0;40.0;1062616861; <=50K.
 Private;448841.0;0.0;0.0;40.0;38072522; <=50K.
 Self-emp-inc;144778.0;8614.0;0.0;50.0;1097535319; >50K.
 Private;155914.0;0.0;0.0;55.0;536498039; <=50K.
 Federal-gov;117362.0;0.0;0.0;40.0;966273374; <=50K.
 Local-gov;82783.0;0.0;0.0;45.0;1057254903; >50K.
 Private;207301.0;0.0;0.0;50.0;1165418672; <=50K.
 Private;606347.0;0.0;0.0;40.0;393569510; <=50K.
 Local-gov;149981.0;0.0;0.0;40.0;496974519; <=50K.
 Private;234972.0;0.0;0.0;50.0;969729920; >50K.
 Private;437566.0;0.0;0.0;50.0;1400501904; >50K.
 Private;243266.0;0.0;0.0;40.0;677778935; >50K.
 Private;203408.0;0.0;0.0;45.0;1226827637; <=50K.
 Self-emp-not-inc;297510.0;0.0;0.0;60.0;342742497; >50K.
 Private;211683.0;0.0;0.0;20.0;592256397; <=50K.
 Private;167375.0;0.0;0.0;52.0;418276975; <=50K.
 Private;297449.0;0.0;0.0;50.0;1325604113; >50K.
 Self-emp-not-inc;342634.0;0.0;0.0;40.0;648332496; <=50K.
 Private;38819.0;0.0;0.0;60.0;1386910082; >50K.
 Private;164571.0;0.0;0.0;40.0;841285387; <=50K.
 Local-gov;122353.0;0.0;0.0;68.0;188836937; <=50K.
 Self-emp-not-inc;192652.0;0.0;0.0;15.0;139685642; <=50K.
 Private;401241.0;4416.0;0.0;25.0;924055447; <=50K.
 Private;116539.0;0.0;0.0;40.0;1062811207; >50K.
 Private;162834.0;0.0;0.0;40.0;290563737; <=50K.
 Local-gov;226525.0;0.0;0.0;51.0;610937614; <=50K.
 Private;219404.0;0.0;0.0;48.0;677453459; <=50K.
 Private;33394.0;0.0;0.0;60.0;823780903; <=50K.
 Federal-gov;75804.0;0.0;0.0;48.0;717720633; <=50K.
 Self-emp-not-inc;359972.0;0.0;0.0;25.0;266076776; >50K.
 Private;201247.0;0.0;0.0;40.0;1263809591; <=50K.
 Private;220109.0;0.0;0.0;55.0;116951982; >50K.
 Private;118479.0;0.0;0.0;40.0;792104533; <=50K.
 Private;189123.0;0.0;0.0;40.0;828370054; <=50K.
 Private;495366.0;0.0;0.0;38.0;552675088; <=50K.
 Private;53776.0;0.0;0.0;40.0;845374724; <=50K.
 Private;375980.0;0.0;0.0;40.0;269556586; <=50K.
 Private;185152.0;0.0;0.0;40.0;370487038; <=50K.
 Local-gov;230095.0;0.0;0.0;40.0;286817795; <=50K.
 Private;349198.0;0.0;0.0;16.0;1275684333; <=50K.
 Private;59916.0;0.0;0.0;63.0;229817944; <=50K.
 Private;214150.0;0.0;0.0;50.0;1410374433; >50K.
 Private;255187.0;0.0;0.0;40.0;837985618; <=50K.
 ?;129624.0;0.0;0.0;40.0;1134474391; <=50K.
 Private;274577.0;0.0;0.0;40.0;1192468512; <=50K.
 Private;257756.0;0.0;0.0;50.0;302213118; >50K.
 ?;1024535.0;0.0;0.0;40.0;234879741; <=50K.
 Private;186808.0;6418.0;0.0;50.0;1129860382; >50K.
 Private;147519.0;0.0;0.0;80.0;1152734910; <=50K.
 Private;173630.0;0.0;0.0;40.0;98896866; >50K.
 Private;136986.0;7688.0;0.0;50.0;513646004; >50K.
 Private;163287.0;0.0;0.0;48.0;756075138; <=50K.
 Private;150804.0;0.0;0.0;40.0;524018560; <=50K.
 Private;189565.0;0.0;0.0;40.0;801745924; >50K.
 Private;165484.0;0.0;0.0;43.0;1248832488; >50K.
 Private;177727.0;0.0;0.0;50.0;783414573; >50K.
 Self-emp-inc;190762.0;0.0;0.0;45.0;172140220; >50K.
 Private;246463.0;0.0;0.0;45.0;99272396; <=50K.
 Private;27661.0;7298.0;0.0;50.0;1225371682; >50K.
 Private;288419.0;0.0;0.0;40.0;864249078; <=50K.
 Local-gov;258641.0;0.0;0.0;40.0;1015788372; >50K.
 Self-emp-not-inc;200540.0;0.0;2392.0;52.0;314405837; >50K.
 Private;305423.0;0.0;0.0;40.0;1153654397; <=50K.
 Private;148906.0;0.0;0.0;40.0;1010424576; <=50K.
 Private;262645.0;0.0;0.0;50.0;547062602; >50K.
 Private;243368.0;0.0;0.0;50.0;177300642; <=50K.
 Private;106698.0;13550.0;0.0;60.0;1408604278; >50K.
 Private;186365.0;0.0;0.0;40.0;538216485; <=50K.
 Self-emp-inc;304001.0;3325.0;0.0;40.0;209247485; <=50K.
 Self-emp-inc;125645.0;0.0;0.0;50.0;699338530; >50K.
 Private;111468.0;3325.0;0.0;40.0;1313943182; <=50K.
 Private;136331.0;0.0;1887.0;40.0;787176510; >50K.
 Private;213849.0;0.0;0.0;40.0;36683592; <=50K.
 Private;138994.0;0.0;0.0;40.0;924908090; <=50K.
 Private;177562.0;3781.0;0.0;35.0;82967832; <=50K.
 Private;36251.0;0.0;0.0;25.0;647333484; <=50K.
 Private;100904.0;0.0;0.0;70.0;390362787; <=50K.
 Private;427474.0;0.0;2179.0;35.0;888639175; <=50K.
 Private;280549.0;0.0;0.0;40.0;1299616793; <=50K.
 Private;75454.0;0.0;0.0;40.0;992095491; <=50K.
 Private;203488.0;0.0;0.0;50.0;903632782; <=50K.
 Private;49795.0;0.0;0.0;40.0;1048400762; <=50K.
 Private;152710.0;0.0;0.0;15.0;1056226679; <=50K.
 Local-gov;199172.0;0.0;0.0;40.0;738916606; <=50K.
 Private;382583.0;0.0;0.0;40.0;224709178; <=50K.
 Self-emp-not-inc;127295.0;0.0;0.0;20.0;643592131; <=50K.
 Local-gov;274200.0;0.0;0.0;40.0;140538206; >50K.
 Private;130540.0;0.0;1564.0;40.0;1160735735; >50K.
 Private;117789.0;0.0;0.0;40.0;380843310; <=50K.
 Self-emp-inc;83141.0;0.0;0.0;18.0;659512751; <=50K.
 ?;229826.0;0.0;0.0;25.0;530949826; <=50K.
 Self-emp-inc;176837.0;7298.0;0.0;45.0;302861697; >50K.
 Private;234096.0;0.0;0.0;40.0;1154897035; <=50K.
 Private;353317.0;0.0;0.0;70.0;115854498; >50K.
 Private;302312.0;0.0;0.0;40.0;111557060; <=50K.
 Private;181015.0;0.0;0.0;15.0;626373455; <=50K.
 State-gov;230329.0;7298.0;0.0;40.0;1104685495; >50K.
 Private;164984.0;0.0;0.0;40.0;1122519608; >50K.
 Private;229051.0;0.0;1902.0;45.0;1133005257; >50K.
 Private;204415.0;0.0;0.0;48.0;399062765; <=50K.
 Self-emp-not-inc;319883.0;4386.0;0.0;10.0;1222429435; >50K.
 Private;185836.0;0.0;0.0;40.0;298844278; <=50K.
 Private;228516.0;0.0;0.0;35.0;249259288; >50K.
 Self-emp-not-inc;242519.0;0.0;0.0;50.0;1073001242; >50K.
 Private;164866.0;0.0;0.0;40.0;1141706447; <=50K.
 Private;33001.0;15024.0;0.0;60.0;627271734; >50K.
 Private;811615.0;0.0;0.0;50.0;529653724; <=50K.
 Local-gov;300099.0;0.0;0.0;34.0;987134166; <=50K.
 State-gov;146305.0;0.0;0.0;48.0;1324018594; <=50K.
 Private;167482.0;0.0;0.0;65.0;1092179056; <=50K.
 Private;106615.0;2176.0;0.0;25.0;713079960; <=50K.
 Private;204663.0;0.0;0.0;45.0;1400391236; <=50K.
 Private;171234.0;0.0;0.0;24.0;875899017; <=50K.
 Private;167174.0;0.0;0.0;50.0;1043708648; >50K.
 ?;112137.0;0.0;0.0;20.0;1094881376; <=50K.
 Private;116167.0;0.0;0.0;16.0;641593539; <=50K.
 Private;106159.0;14344.0;0.0;48.0;684003426; >50K.
 State-gov;295826.0;0.0;1876.0;50.0;911130907; <=50K.
 Private;233461.0;0.0;0.0;53.0;1281012776; <=50K.
 Private;289605.0;0.0;1617.0;35.0;664339184; <=50K.
 ?;348533.0;0.0;0.0;3.0;210106048; <=50K.
 Private;197886.0;0.0;0.0;50.0;942632618; >50K.
 Private;120126.0;0.0;0.0;75.0;356428861; >50K.
 Private;61343.0;0.0;0.0;45.0;1402791002; <=50K.
 Self-emp-not-inc;116197.0;0.0;0.0;40.0;547296262; <=50K.
 Federal-gov;236503.0;0.0;0.0;40.0;58524129; <=50K.
 Federal-gov;47341.0;0.0;0.0;5.0;1201293961; <=50K.
 Private;248990.0;0.0;0.0;40.0;623985324; <=50K.
 Private;190776.0;0.0;0.0;30.0;676612952; <=50K.
 Local-gov;179048.0;0.0;0.0;40.0;694842718; <=50K.
 Private;213842.0;0.0;0.0;40.0;1120477457; <=50K.
 Private;188274.0;0.0;0.0;40.0;572531971; <=50K.
 Private;86849.0;0.0;0.0;20.0;149272764; <=50K.
 Self-emp-inc;67671.0;0.0;0.0;50.0;852607910; >50K.
 Private;243890.0;0.0;0.0;40.0;1043974898; <=50K.
 Private;279337.0;0.0;0.0;48.0;797373066; <=50K.
 Private;333636.0;0.0;0.0;50.0;273868172; >50K.
 State-gov;312351.0;0.0;0.0;40.0;262438754; >50K.
 Local-gov;175935.0;0.0;0.0;40.0;902371095; <=50K.
 Private;245297.0;0.0;0.0;35.0;250773524; <=50K.
 State-gov;70209.0;14084.0;0.0;60.0;275348455; >50K.
 Local-gov;251588.0;0.0;0.0;40.0;296031834; >50K.
 Private;176992.0;3464.0;0.0;40.0;1135308219; <=50K.
 State-gov;87205.0;0.0;0.0;38.0;176034677; <=50K.
 Private;65545.0;0.0;0.0;46.0;408698241; <=50K.
 Private;289579.0;0.0;0.0;40.0;11218240; <=50K.
 Private;360689.0;0.0;1628.0;48.0;843718784; <=50K.
 Private;57600.0;0.0;0.0;40.0;371276467; <=50K.
 Local-gov;247082.0;3103.0;0.0;50.0;1139479428; >50K.
 Local-gov;188798.0;0.0;0.0;30.0;1212577954; <=50K.
 Private;232261.0;0.0;0.0;40.0;512350122; <=50K.
 ?;35507.0;1055.0;0.0;40.0;596782683; <=50K.
 Private;301298.0;0.0;0.0;50.0;1308782253; <=50K.
 Private;27016.0;0.0;0.0;43.0;532320802; <=50K.
 Private;166789.0;0.0;1408.0;50.0;1119355771; <=50K.
 Private;94071.0;0.0;0.0;40.0;487606253; <=50K.
 Private;117767.0;0.0;0.0;18.0;284527362; <=50K.
 Private;219155.0;0.0;0.0;40.0;949854670; <=50K.
 Private;34616.0;0.0;0.0;40.0;1023084504; <=50K.
 Private;112341.0;0.0;0.0;40.0;421710249; <=50K.
 Private;220656.0;0.0;0.0;40.0;729529745; <=50K.
 Private;239990.0;0.0;0.0;40.0;166052047; >50K.
 Private;139180.0;0.0;0.0;40.0;520812208; <=50K.
 Private;215656.0;0.0;0.0;60.0;519790082; <=50K.
 State-gov;157999.0;0.0;0.0;40.0;474385258; >50K.
 Private;41763.0;0.0;0.0;30.0;1218353390; <=50K.
 Private;299725.0;0.0;0.0;37.0;96970843; <=50K.
 Private;198813.0;0.0;0.0;60.0;1125288361; <=50K.
 Private;431551.0;0.0;0.0;35.0;568329538; <=50K.
 Private;195767.0;0.0;0.0;30.0;772449087; <=50K.
 Private;140649.0;0.0;0.0;40.0;217337101; <=50K.
 Private;295706.0;0.0;0.0;70.0;201795939; >50K.
 Private;324284.0;0.0;0.0;40.0;320615334; <=50K.
 Private;352426.0;0.0;0.0;60.0;372293448; <=50K.
 Private;126569.0;0.0;0.0;40.0;188252461; <=50K.
 Private;106390.0;0.0;0.0;6.0;675716378; <=50K.
 Private;134813.0;0.0;0.0;50.0;915476254; <=50K.
 Private;95644.0;0.0;0.0;40.0;611187470; <=50K.
